time,a,b,c,d,e,f,g,h,i,j,k,m,n,o,p,q,r,s,t
1562004660000,0,1,29269.3,52.71,23.26,49.76,28.54,46.07,41.08,22.03,69.18,78.46,70.64,75.07,25.89,25.27,21.12,0,26.10130598
1562004720000,0,1,29270,52.74,22.96,49.79,30.76,45.92,41.1,23.48,70.39,78.06,71.37,74.81,25.92,25.41,21.15,0,26.10130536
1562004780000,0,0.5,29270.3,52.77,23.17,49.8,32.84,45.94,41.15,25.03,71.07,78.01,72.33,74.81,25.94,25.44,21.16,0,26.10164374
1562004840000,0,0,29271.1,52.81,23.26,49.99,34.52,45.83,41,26.63,72.13,77.99,72.76,74.92,25.88,25.33,21.11,0,26.10119438
1562004900000,0,2,29272,52.81,23.47,50.1,36.13,45.77,41.04,26.05,72.92,78.18,71.37,75.22,25.89,25.33,21.11,0,26.10145024
1562004960000,0,1,29272.3,52.85,23.72,49.97,36.86,45.78,41,24.06,73.17,78.21,70.24,75.12,25.89,25.38,21.11,0,26.10156441
1562005020000,0,0,29273,52.92,23.74,49.87,37.13,45.81,41.1,22.27,73.19,78.12,70.07,74.98,25.99,25.48,21.22,0,26.10105778
1562005080000,0,1,29273,52.96,23.57,49.86,36.77,45.88,40.99,22.26,72.61,78.39,69.66,75.13,25.95,25.36,21.16,0,26.10101841
1562005140000,0,1,29273.8,53,23.61,49.97,35.11,45.75,40.99,21.98,72.33,78.24,68.97,75.02,25.93,25.4,21.17,0,26.10132624
1562005200000,0,1,29274.1,53.04,23.55,50.14,34,45.78,41.14,21.63,71.55,78.09,68.64,74.93,25.89,25.3,21.09,0,26.10129219
1562005260000,0,1,29275,52.93,23.9,50.05,31.91,45.75,40.9,20.2,70.66,78.56,69.68,75.1,25.88,25.31,21.09,0,26.10080007
1562005320000,0,1,29275.9,52.96,23.93,50.13,30.44,45.82,40.94,19.88,69.92,78.06,71.32,74.99,25.88,25.36,21.1,0,26.10079925
1562005380000,0,1,29277,53.11,24.24,50.24,28.51,45.84,41.08,19.08,69.92,78.45,71.75,75.08,25.93,25.44,21.14,0,26.10127015
1562005440000,0,1,29277,53.22,23.95,50.36,26.7,46.03,41.15,17.96,69.63,78.31,71.2,75.23,25.87,25.3,21.07,0,26.10097153
1562005500000,0,0.5,29277.3,53.21,23.74,50.07,25.9,45.84,41.14,19.61,69.36,77.81,71.79,75.07,25.99,25.49,21.17,0,26.10138553
1562005560000,0,0,29278,53.23,23.67,49.96,26.63,45.88,41.15,19.54,69.8,78.33,71.69,75.29,25.97,25.46,21.19,0,26.10125804
1562005620000,0,1,29278,53.29,23.22,49.8,27.26,45.87,41.19,17.54,70.01,78.4,70.05,75.06,25.97,25.36,21.19,0,26.1010596
1562005680000,0,0.5,29278,53.19,23.35,49.64,28.09,45.97,41.02,16.24,70.3,78.12,67.94,74.96,25.96,25.32,21.19,0,26.10075583
1562005740000,0,0,29278.8,53.08,23.3,49.75,29.29,46.04,40.91,20.19,71.11,78.36,66.99,74.99,25.96,25.32,21.17,0,26.10165713
1562005800000,0,1,29279.3,52.99,23.68,49.61,31.46,45.82,41.17,23,71.82,78.34,67.98,75,25.96,25.32,21.18,0,26.10102999
1562005860000,0,1,29280,53.04,23.77,49.55,33.96,45.92,41.1,18.89,72.68,78.13,69.61,74.97,26,25.44,21.23,0,26.10104404
1562005920000,0,1,29280,52.95,24.03,49.38,35.63,45.87,41.15,15,72.85,78.08,71.28,74.94,26.02,25.53,21.23,0,26.10082219
1562005980000,0,0,29280,52.86,23.8,49.44,36.27,45.97,40.94,16.56,72.64,77.95,72.43,74.9,26.01,25.51,21.23,0,26.10165107
1562006040000,0,0.5,29280.8,52.92,23.95,49.54,36.52,45.75,41.16,20.87,72.65,78.05,72.77,74.96,25.95,25.39,21.17,0,26.10103635
1562006100000,0,1,29281,52.91,23.54,49.51,36.67,45.95,41.15,21.23,72.37,77.84,72.23,75.03,25.97,25.41,21.17,0,26.10123273
1562006160000,0,0,29281,52.91,23.69,49.39,35.77,45.84,41.15,18.08,71.45,77.92,72.07,75.08,25.96,25.4,21.18,0,26.10150218
1562006220000,0,0,29281,52.77,23.74,49.48,32.9,45.79,41.11,14.41,70.43,77.86,71.33,75.07,25.97,25.48,21.2,0,26.10092484
1562006280000,0,0,29281,52.81,23.79,49.76,29.88,45.81,41.08,15.95,69.56,77.79,70.14,75.05,25.93,25.45,21.13,0,26.10123265
1562006340000,0,0,29281.5,52.71,23.92,49.71,26.93,45.72,40.88,20.88,69.72,78.17,68.76,75.17,25.89,25.33,21.1,0,26.10156296
1562006400000,0,0.5,29282,52.85,23.94,50.06,25.98,45.81,41.08,19.89,69.86,77.92,68.25,75.14,25.84,25.33,21.04,0,26.10135286
1562006460000,0,1,29282,52.88,24.08,49.9,26.11,45.99,41.09,15.05,70.09,78.46,68,75.31,25.88,25.4,21.08,0,26.10120661
1562006520000,0,0,29282.3,52.89,23.83,49.99,27.72,45.95,41.05,11.51,70.6,78.11,67.62,75.1,25.97,25.41,21.16,0,26.10138857
1562006580000,0,0.5,29283,52.91,23.77,49.85,29.08,45.97,41,11.84,71.33,77.97,68.23,75,25.99,25.41,21.2,0,26.10086042
1562006640000,0,1,29283.7,52.96,23.59,49.89,30.71,45.98,41.05,13.87,71.79,78.39,69.33,75.18,25.95,25.41,21.16,0,26.10133366
1562006700000,0,1,29284,53,23.26,49.93,32.94,45.99,41.06,16.66,71.67,78.14,71.21,75.02,25.93,25.44,21.14,0,26.10154657
1562006760000,0,0.5,29284,52.88,23.5,49.8,34.46,45.97,40.92,15.11,71.56,78.01,72.69,75.06,25.93,25.49,21.14,0,26.10141375
1562006820000,0,0,29284.8,52.99,23.63,49.63,34.83,45.99,41.01,13.49,71.72,78.27,71.98,75.32,26.02,25.5,21.21,0,26.10075919
1562006880000,0,1,29285,52.91,23.89,49.65,34.82,45.76,40.99,17.26,71.6,77.82,71.74,75.1,25.9,25.23,21.12,0,26.10112009
1562006940000,0,0.5,29285,52.83,23.97,49.49,34.52,45.79,40.85,17.71,71.36,78.09,72.25,75.38,25.95,25.41,21.18,0,26.10104503
1562007000000,0,0,29285.3,52.86,23.87,49.85,33.43,45.94,40.95,16.25,71.42,77.69,71.69,75.13,25.89,25.32,21.11,0,26.10079726
1562007060000,0,1,29286,52.79,23.88,49.59,32.21,45.96,41.12,16.72,71.44,77.75,70.13,75.1,25.93,25.41,21.13,0,26.10071316
1562007120000,0,0.5,29286,52.87,23.59,49.7,30.95,45.96,41.09,14.49,71.1,78.14,68.14,75.07,25.95,25.42,21.17,0,26.1013303
